,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,tax_5%,total,date,time,payment,cogs,gross_margin_percentage,gross_income,rating
357,554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.4,10,47.7,1002.1,1/9/2019,13:45,Cash,954.4,4.8,47.7,5.2
358,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.1,86.6,3/1/2019,15:40,Ewallet,82.5,4.8,4.1,6.5
359,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,75.0,1,3.7,78.7,3/16/2019,16:58,Cash,75.0,4.8,3.7,5.6
360,612-36-5536,A,Yangon,Member,Male,Food and beverages,81.0,8,32.4,680.1,2/17/2019,11:12,Credit card,647.7,4.8,32.4,7.4
361,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.5,8,37.8,793.5,2/27/2019,15:12,Cash,755.8,4.8,37.8,9.1
362,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.8,2,10.0,209.6,3/7/2019,20:37,Ewallet,199.6,4.8,10.0,8.0
363,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.2,6,22.0,461.3,1/21/2019,17:44,Cash,439.3,4.8,22.0,7.2
364,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.2,4,8.2,173.2,2/19/2019,16:23,Cash,165.0,4.8,8.2,7.1
365,834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.7,4,16.3,343.1,1/6/2019,12:12,Cash,326.7,4.8,16.3,9.1
366,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.3,9,23.1,485.0,3/14/2019,19:33,Cash,461.9,4.8,23.1,5.6
367,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.9,4,13.2,276.9,3/24/2019,10:29,Cash,263.8,4.8,13.2,6.0
368,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.4,10,7.2,150.8,1/27/2019,14:28,Cash,143.6,4.8,7.2,5.4
369,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.7,203.2,3/6/2019,12:46,Credit card,193.5,4.8,9.7,7.8
370,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.3,7,9.2,193.0,2/2/2019,19:40,Cash,183.8,4.8,9.2,9.9
371,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,61.0,2,6.1,128.0,1/25/2019,19:39,Credit card,121.9,4.8,6.1,4.9
372,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.1,6,21.0,441.7,3/14/2019,17:54,Ewallet,420.7,4.8,21.0,5.2
373,382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.1,6,12.6,265.1,1/29/2019,12:25,Cash,252.5,4.8,12.6,8.9
374,422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.1,5,16.8,352.2,1/3/2019,16:47,Credit card,335.5,4.8,16.8,9.1
375,667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.2,507.7,1/14/2019,12:52,Ewallet,483.5,4.8,24.2,7.0
376,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.4,9,15.9,334.3,1/5/2019,19:50,Credit card,318.4,4.8,15.9,9.6
377,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.5,7,33.4,701.9,2/22/2019,18:17,Ewallet,668.4,4.8,33.4,8.7
378,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,97.0,4,19.4,407.3,2/6/2019,17:20,Ewallet,387.9,4.8,19.4,9.4
379,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.7,4,4.7,99.3,1/30/2019,13:32,Credit card,94.6,4.8,4.7,4.0
380,289-15-7034,A,Yangon,Member,Male,Sports and travel,82.3,4,16.5,345.8,1/11/2019,10:37,Credit card,329.3,4.8,16.5,7.5
381,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.6,2,2.7,55.9,3/19/2019,14:35,Cash,53.2,4.8,2.7,4.2
382,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.7,5,24.9,523.4,1/14/2019,12:09,Cash,498.5,4.8,24.9,9.9
383,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.9,4,15.0,314.5,3/1/2019,15:32,Ewallet,299.6,4.8,15.0,4.2
384,662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.9,5,10.2,214.9,1/6/2019,13:58,Ewallet,204.7,4.8,10.2,9.9
385,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.8,1,3.8,79.6,1/31/2019,13:19,Cash,75.8,4.8,3.8,5.8
386,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.8,6,14.0,294.7,3/11/2019,13:37,Cash,280.6,4.8,14.0,6.0
387,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.3,10,16.2,339.4,2/20/2019,16:49,Credit card,323.2,4.8,16.2,10.0
388,394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.1,9,24.3,511.0,1/27/2019,14:55,Ewallet,486.6,4.8,24.3,9.5
389,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.2,7,6.4,133.9,3/10/2019,14:04,Credit card,127.5,4.8,6.4,6.6
390,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.5,3,12.1,253.5,2/15/2019,12:31,Cash,241.4,4.8,12.1,8.1
391,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,38.0,10,19.0,398.5,1/26/2019,14:51,Cash,379.5,4.8,19.0,9.7
392,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.8,1,3.8,80.7,2/13/2019,18:27,Ewallet,76.8,4.8,3.8,7.2
393,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.3,10,26.1,548.7,3/9/2019,12:45,Credit card,522.6,4.8,26.1,6.2
394,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.7,1,4.0,83.7,3/6/2019,10:36,Ewallet,79.7,4.8,4.0,7.3
395,726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.4,406.9,1/24/2019,20:36,Ewallet,387.5,4.8,19.4,4.3
396,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.3,5,13.6,284.9,3/13/2019,14:16,Ewallet,271.4,4.8,13.6,4.6
397,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.6,9,6.1,128.4,3/15/2019,10:26,Cash,122.3,4.8,6.1,5.8
398,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.1,6,12.3,258.7,3/5/2019,13:30,Credit card,246.4,4.8,12.3,8.3
399,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.2,9,8.7,181.8,3/4/2019,16:28,Cash,173.2,4.8,8.7,8.0
400,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.4,6,11.8,248.4,3/25/2019,20:18,Credit card,236.6,4.8,11.8,9.4
401,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.2,4,9.2,194.1,3/12/2019,20:04,Credit card,184.9,4.8,9.2,6.2
402,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,14.0,1,0.7,14.7,2/4/2019,13:38,Ewallet,14.0,4.8,0.7,9.8
403,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.8,5,9.9,208.7,2/22/2019,10:43,Ewallet,198.8,4.8,9.9,9.6
404,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.8,7,34.2,718.8,2/16/2019,17:30,Ewallet,684.5,4.8,34.2,4.9
405,882-40-4577,A,Yangon,Member,Male,Sports and travel,67.3,4,13.5,282.5,1/19/2019,15:28,Credit card,269.0,4.8,13.5,8.0
406,732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.8,5,3.4,72.4,1/11/2019,19:07,Credit card,69.0,4.8,3.4,7.8
407,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.7,4,13.7,288.6,1/4/2019,19:01,Cash,274.8,4.8,13.7,4.1
408,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.5,4,11.3,237.4,3/4/2019,19:48,Ewallet,226.1,4.8,11.3,5.5
409,372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.8,5,6.0,125.1,1/28/2019,19:24,Ewallet,119.1,4.8,6.0,5.4
410,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.2,10,17.1,359.2,1/2/2019,13:00,Cash,342.1,4.8,17.1,5.1
411,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.9,2,2.2,45.9,1/25/2019,14:29,Ewallet,43.7,4.8,2.2,6.9
412,132-23-6451,A,Yangon,Member,Male,Health and beauty,21.0,5,5.2,110.1,1/4/2019,13:21,Cash,104.9,4.8,5.2,7.8
413,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.8,3,3.9,81.4,3/10/2019,18:55,Ewallet,77.5,4.8,3.9,6.6
414,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.9,8,20.4,427.8,3/22/2019,19:36,Ewallet,407.4,4.8,20.4,9.2
415,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.1,1,4.8,100.9,1/25/2019,16:28,Ewallet,96.1,4.8,4.8,7.8
416,750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.4,4,9.1,190.6,1/8/2019,13:48,Credit card,181.5,4.8,9.1,8.7
417,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.5,1,4.1,85.6,1/22/2019,10:57,Ewallet,81.5,4.8,4.1,9.2
418,848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.2,2,5.7,120.2,1/12/2019,17:13,Ewallet,114.4,4.8,5.7,8.3
419,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.2,7,8.8,185.4,2/4/2019,10:23,Cash,176.5,4.8,8.8,8.2
420,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.8,121.6,3/28/2019,13:57,Ewallet,115.8,4.8,5.8,7.5
421,740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.1,3,12.6,264.8,1/23/2019,13:29,Cash,252.2,4.8,12.6,9.8
422,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.2,10,48.6,1020.7,2/8/2019,13:00,Credit card,972.1,4.8,48.6,8.7
423,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.4,8,10.2,213.5,3/19/2019,19:42,Credit card,203.4,4.8,10.2,6.7
424,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.3,1,0.8,17.1,3/9/2019,15:36,Cash,16.3,4.8,0.8,5.0
425,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.6,9,18.3,383.8,1/2/2019,13:40,Cash,365.5,4.8,18.3,7.0
426,269-10-8440,A,Yangon,Member,Male,Health and beauty,53.2,7,18.6,390.8,1/21/2019,18:01,Cash,372.2,4.8,18.6,8.9
427,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.9,3,3.1,65.7,3/20/2019,13:53,Credit card,62.6,4.8,3.1,8.0
428,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.3,5,16.8,353.2,2/27/2019,17:27,Cash,336.4,4.8,16.8,6.9
429,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.7,10,45.3,951.8,3/8/2019,10:53,Ewallet,906.5,4.8,45.3,7.3
430,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.1,2,6.9,145.1,1/31/2019,19:48,Credit card,138.2,4.8,6.9,6.9
431,574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.3,2,4.3,90.9,3/8/2019,16:53,Ewallet,86.5,4.8,4.3,5.7
432,459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.5,6,7.0,147.8,1/13/2019,19:14,Ewallet,140.8,4.8,7.0,6.4
433,616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.5,7,33.4,702.2,3/9/2019,14:36,Credit card,668.8,4.8,33.4,9.6
434,837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.4,1,2.4,49.8,2/22/2019,18:19,Credit card,47.4,4.8,2.4,6.8
435,751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.2,9,44.7,937.8,3/19/2019,19:09,Ewallet,893.2,4.8,44.7,9.0
436,257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.9,4,16.6,348.3,1/20/2019,16:51,Ewallet,331.7,4.8,16.6,9.6
437,345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,34.0,6,10.2,214.1,3/8/2019,15:37,Credit card,203.9,4.8,10.2,7.7
438,549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.0,4,3.4,71.6,3/8/2019,20:15,Ewallet,68.2,4.8,3.4,7.0
439,810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.9,8,16.3,343.2,2/7/2019,14:38,Credit card,326.9,4.8,16.3,6.5
440,450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.4,5,4.4,91.6,1/15/2019,19:25,Cash,87.2,4.8,4.4,8.1
441,394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.4,8,35.4,742.8,3/22/2019,19:35,Credit card,707.4,4.8,35.4,4.3
442,138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.2,9,40.1,843.0,1/15/2019,15:42,Credit card,802.9,4.8,40.1,6.5
443,192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.8,1,0.6,13.4,1/8/2019,14:11,Ewallet,12.8,4.8,0.6,9.5
444,301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.7,140.4,1/15/2019,10:43,Cash,133.7,4.8,6.7,9.7
445,390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.2,1,1.0,20.1,1/28/2019,17:58,Credit card,19.2,4.8,1.0,9.5
446,235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.7,10,13.8,290.4,2/14/2019,11:26,Credit card,276.6,4.8,13.8,8.9
447,453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.7,3,6.9,144.1,3/10/2019,17:38,Credit card,137.2,4.8,6.9,6.5
448,296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.1,1,1.4,28.4,1/12/2019,20:07,Credit card,27.1,4.8,1.4,5.3
449,449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.1,1,2.0,41.1,3/26/2019,11:02,Credit card,39.1,4.8,2.0,9.6
450,891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.7,6,22.4,470.7,1/1/2019,19:07,Cash,448.3,4.8,22.4,6.7
451,744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.0,6,6.6,138.7,1/2/2019,18:50,Cash,132.1,4.8,6.6,7.6
452,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.6,5,15.9,334.0,3/16/2019,12:43,Ewallet,318.1,4.8,15.9,4.8
453,568-88-3448,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.3,26.3,3/3/2019,15:09,Ewallet,25.0,4.8,1.3,5.5
454,187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.8,4,4.2,87.2,1/31/2019,13:47,Cash,83.1,4.8,4.2,4.7
455,767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.6,5,7.4,155.2,2/13/2019,16:59,Cash,147.8,4.8,7.4,6.9
456,710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.8,731.4,2/15/2019,14:15,Credit card,696.6,4.8,34.8,4.5
457,533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.4,10,39.7,833.6,2/7/2019,20:24,Cash,793.9,4.8,39.7,6.2
458,325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.6,10,23.3,489.0,1/27/2019,13:58,Cash,465.7,4.8,23.3,7.6
459,729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.9,1,1.8,37.7,2/23/2019,16:52,Credit card,35.9,4.8,1.8,7.9
460,639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.5,5,10.1,212.7,2/3/2019,15:19,Cash,202.6,4.8,10.1,4.5
461,234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.1,10,36.5,767.0,3/3/2019,12:25,Credit card,730.5,4.8,36.5,8.7
462,326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,74.0,4,14.8,310.6,2/3/2019,10:02,Cash,295.8,4.8,14.8,6.1
463,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.6,1,1.1,23.8,3/17/2019,18:58,Cash,22.6,4.8,1.1,6.4
464,470-32-9057,A,Yangon,Member,Male,Food and beverages,51.3,5,12.8,269.5,3/28/2019,15:31,Credit card,256.7,4.8,12.8,9.1
465,878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.6,10,27.3,572.8,3/2/2019,11:22,Credit card,545.5,4.8,27.3,7.1
466,440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.2,7,13.0,273.1,2/8/2019,13:12,Credit card,260.1,4.8,13.0,7.7
467,554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.0,6,11.1,233.2,3/22/2019,18:33,Cash,222.1,4.8,11.1,4.5
468,746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.6,1,1.1,22.7,2/9/2019,10:02,Ewallet,21.6,4.8,1.1,7.2
469,233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.8,1,4.9,103.8,2/15/2019,11:21,Cash,98.8,4.8,4.9,8.4
470,767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.8,6,25.1,527.8,1/23/2019,12:10,Ewallet,502.6,4.8,25.1,5.4
471,340-21-9136,A,Yangon,Member,Female,Sports and travel,40.1,4,8.0,168.2,1/25/2019,11:40,Cash,160.2,4.8,8.0,9.7
472,405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.1,10,21.6,452.9,2/2/2019,18:31,Credit card,431.3,4.8,21.6,5.5
473,731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.6,8,29.0,609.6,3/30/2019,17:58,Cash,580.6,4.8,29.0,4.6
474,676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.4,5,16.1,338.3,3/30/2019,17:04,Cash,322.2,4.8,16.1,6.6
475,502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.2,3,9.8,205.3,2/25/2019,20:35,Credit card,195.5,4.8,9.8,6.3
476,485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.3,5,8.3,174.6,3/18/2019,16:10,Credit card,166.3,4.8,8.3,4.2
477,598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.1,4,16.8,353.1,3/7/2019,16:54,Ewallet,336.3,4.8,16.8,4.4
478,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.4,10,17.2,360.9,3/16/2019,10:11,Ewallet,343.7,4.8,17.2,6.7
479,575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.9,40.5,1/29/2019,11:26,Ewallet,38.6,4.8,1.9,6.7
480,541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,66.0,8,26.4,554.1,2/2/2019,20:29,Cash,527.8,4.8,26.4,8.4
481,246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,328.0,4.8,16.4,6.2
482,674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.1,5,9.3,195.0,1/8/2019,13:05,Ewallet,185.7,4.8,9.3,5.0
483,305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.4,10,30.2,634.0,2/12/2019,16:19,Cash,603.8,4.8,30.2,6.0
484,493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,37.0,10,18.5,388.3,1/1/2019,19:48,Credit card,369.8,4.8,18.5,7.0
485,438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.5,4,9.9,207.9,3/21/2019,15:25,Ewallet,198.0,4.8,9.9,6.6
486,709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.1,10,20.5,431.4,2/28/2019,14:42,Cash,410.9,4.8,20.5,7.3
487,795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.2,4,7.4,156.0,3/23/2019,18:59,Ewallet,148.6,4.8,7.4,8.3
488,556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,23.0,1,1.1,24.1,1/30/2019,20:47,Cash,23.0,4.8,1.1,4.3
489,627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.7,9,35.0,734.1,2/4/2019,13:21,Ewallet,699.1,4.8,35.0,9.8
490,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.5,72.9,3/13/2019,19:48,Ewallet,69.4,4.8,3.5,8.2
491,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.7,10,9.8,206.4,3/15/2019,18:20,Credit card,196.6,4.8,9.8,7.2
492,608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.3,8,10.1,212.7,3/5/2019,20:24,Ewallet,202.6,4.8,10.1,8.7
493,148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.1,10,6.1,127.3,3/5/2019,13:44,Credit card,121.2,4.8,6.1,8.4
494,437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.9,2,10.0,209.8,2/26/2019,11:48,Ewallet,199.8,4.8,10.0,7.1
495,632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.9,8,30.4,637.7,3/20/2019,14:14,Cash,607.4,4.8,30.4,5.5
496,556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.2,2,6.3,132.8,1/1/2019,15:51,Cash,126.4,4.8,6.3,8.5
497,862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.2,6,27.1,568.5,1/27/2019,11:17,Cash,541.4,4.8,27.1,6.2
498,401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.1,1,4.9,103.0,1/21/2019,17:36,Cash,98.1,4.8,4.9,8.9
499,420-18-8989,A,Yangon,Member,Female,Sports and travel,51.5,8,20.6,432.8,2/2/2019,15:47,Cash,412.2,4.8,20.6,9.6
500,277-63-2961,B,Mandalay,Member,Male,Sports and travel,74.0,1,3.7,77.7,2/3/2019,15:53,Credit card,74.0,4.8,3.7,5.4
501,573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.6,33.5,1/5/2019,12:40,Ewallet,31.9,4.8,1.6,9.1
502,620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.9,145.7,1/27/2019,19:48,Ewallet,138.8,4.8,6.9,9.0
503,282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.3,2,9.3,196.0,3/25/2019,17:53,Cash,186.6,4.8,9.3,6.3
504,511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.5,1,4.4,92.9,2/25/2019,16:36,Credit card,88.5,4.8,4.4,9.5
505,726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.2,8,9.7,203.1,1/28/2019,20:54,Ewallet,193.4,4.8,9.7,9.8
506,387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.3,152.8,1/8/2019,12:50,Cash,145.5,4.8,7.3,6.7
507,862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.1,6,25.2,529.5,1/29/2019,10:48,Credit card,504.3,4.8,25.2,7.7
508,291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.3,5,15.3,321.8,3/29/2019,14:28,Cash,306.5,4.8,15.3,7.0
509,602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,16.0,6,4.8,100.5,2/9/2019,17:15,Credit card,95.7,4.8,4.8,5.1
510,347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.7,7,31.8,666.9,1/16/2019,18:03,Credit card,635.2,4.8,31.8,6.2
511,209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.9,5,10.7,225.3,1/5/2019,17:29,Ewallet,214.6,4.8,10.7,6.1
512,595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.3,7,19.0,399.0,1/27/2019,18:05,Ewallet,380.0,4.8,19.0,9.3
513,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.6,7,34.8,731.7,3/14/2019,12:07,Cash,696.9,4.8,34.8,7.6
514,503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.4,7,20.4,429.2,2/23/2019,19:49,Credit card,408.7,4.8,20.4,8.2
515,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.5,1,2.6,54.0,3/18/2019,15:52,Ewallet,51.5,4.8,2.6,8.5
516,425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.9,5,13.7,288.0,3/29/2019,16:48,Ewallet,274.3,4.8,13.7,9.8
517,521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.4,5,9.8,206.8,1/22/2019,20:46,Credit card,197.0,4.8,9.8,8.7
518,220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.7,2,3.5,72.9,3/1/2019,18:14,Ewallet,69.5,4.8,3.5,9.7
519,600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.9,5,18.0,377.6,1/17/2019,15:05,Credit card,359.6,4.8,18.0,4.3
520,734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.7,3,6.9,144.0,3/26/2019,10:34,Credit card,137.1,4.8,6.9,7.7
521,451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.2,6,25.0,524.0,3/20/2019,11:23,Cash,499.0,4.8,25.0,7.3
522,609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.4,6,11.2,235.9,2/6/2019,13:55,Credit card,224.6,4.8,11.2,5.9
523,133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.9,2,6.3,132.0,1/1/2019,11:43,Cash,125.7,4.8,6.3,5.0
524,534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.7,6,24.5,514.8,1/27/2019,14:36,Credit card,490.3,4.8,24.5,8.0
525,719-89-8991,A,Yangon,Member,Female,Sports and travel,91.4,5,22.9,479.9,2/25/2019,16:03,Ewallet,457.1,4.8,22.9,7.1
526,286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.2,4,7.8,164.7,1/16/2019,20:03,Credit card,156.8,4.8,7.8,9.0
527,339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.9,2,6.0,125.7,1/13/2019,14:55,Ewallet,119.7,4.8,6.0,6.7
528,827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.4,10,27.2,570.8,2/7/2019,11:28,Credit card,543.6,4.8,27.2,6.1
529,827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.1,9,44.1,927.0,2/17/2019,19:41,Cash,882.8,4.8,44.1,9.3
530,287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.4,6,7.6,160.2,2/12/2019,19:01,Ewallet,152.6,4.8,7.6,7.0
531,435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.7,8,34.7,728.1,1/24/2019,18:04,Credit card,693.4,4.8,34.7,7.2
532,857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,23.0,10,11.5,241.0,2/6/2019,19:20,Ewallet,229.5,4.8,11.5,8.2
533,236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.3,9,7.3,154.1,3/26/2019,10:31,Ewallet,146.8,4.8,7.3,8.4
534,892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.3,5,7.1,148.7,3/11/2019,13:28,Ewallet,141.6,4.8,7.1,6.2
535,583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.7,7,5.8,122.5,2/7/2019,11:36,Ewallet,116.7,4.8,5.8,7.4
